model,failure_time,disk_id
MA1,2018-01-12 03:20:01,28643
MA1,2018-10-28 03:08:22,33753
MA1,2019-01-17 03:03:49,1674
MA1,2018-03-09 03:24:51,42296
MA1,2018-10-28 03:08:33,39139
MA1,2018-10-30 03:00:40,606
MA1,2019-04-10 03:09:17,41492
MA1,2018-12-23 03:00:32,605
MA1,2018-12-23 03:07:53,41491
MA1,2018-08-11 03:02:34,18194
MA1,2018-12-04 03:02:43,18204
MB2,2018-07-04 23:51:32,9609
MB2,2018-04-29 04:06:32,26726
MB2,2018-12-05 04:29:53,42374
MB2,2019-09-10 06:38:05,48687
MB2,2018-03-16 16:35:41,38003
MB2,2019-01-23 17:57:54,16597
MB2,2018-07-15 03:23:13,7393
MB2,2019-04-16 03:19:55,25733
MB2,2018-06-28 03:20:08,25676
MB2,2019-11-10 22:56:04,17397
MB2,2019-07-12 16:55:54,988
MB2,2018-04-09 03:29:07,15200
MB2,2019-09-15 09:11:00,40798
MB2,2019-11-01 22:01:59,16276
MB2,2019-03-11 06:33:22,8299
MB2,2018-09-21 11:08:48,18466
MB2,2018-07-09 03:22:53,44882
MB2,2019-10-05 09:01:27,8595
MB2,2018-11-15 10:28:51,45580
MB2,2018-05-24 19:31:45,25904
MB2,2018-05-24 19:31:47,2825
MB2,2019-06-13 14:50:23,26699
MB2,2019-02-16 10:29:59,27389
MB2,2018-10-13 04:01:20,40300
MB2,2018-05-24 19:31:48,15364
MB2,2018-05-30 18:53:50,2196
MB2,2018-06-17 08:08:12,48426
MB2,2018-03-19 03:22:42,40981
MB2,2019-03-06 09:02:40,32791
MB2,2018-06-09 03:23:28,30289
MB2,2018-05-24 19:31:50,48501
MB2,2019-03-11 09:03:54,48773
MB2,2018-07-19 03:24:48,21972
MB2,2018-05-31 03:23:12,12612
MB2,2018-07-31 00:27:41,21480
MB2,2018-05-07 16:27:56,26936
MB2,2018-05-08 05:57:22,25720
MB2,2018-07-21 08:13:40,14693
MB2,2019-06-23 00:15:38,43877
MB2,2019-09-24 10:52:06,25791
MB2,2019-06-29 17:57:11,26283
MB2,2018-05-24 19:31:53,303
MB2,2018-10-23 13:22:12,35002
MB2,2019-05-16 11:01:20,27212
MB2,2019-01-18 10:19:14,13691
MB2,2018-11-17 01:43:49,5944
MB2,2019-11-30 23:56:19,11878
MB2,2018-06-11 00:55:12,22100
MB2,2019-02-07 16:19:03,9123
MB2,2018-04-25 10:41:22,22878
MB2,2019-10-18 09:25:11,36048
MB2,2018-05-24 19:31:56,38363
MB2,2019-02-12 18:07:15,25545
MB2,2018-01-30 19:06:43,14203
MB2,2018-03-18 05:15:08,36657
MB2,2019-08-02 16:24:05,48123
MB2,2019-12-20 05:12:56,12778
MB2,2019-07-15 08:19:51,11939
MB2,2018-04-19 15:41:50,44509
MB2,2018-11-28 08:29:20,45016
MB2,2018-08-13 03:37:49,23906
MB2,2019-03-04 21:24:35,18439
MB2,2018-05-24 19:31:58,16477
MB2,2019-05-16 01:48:00,33313
MB2,2018-09-14 12:05:31,7256
MB2,2018-08-20 17:06:32,24237
MB2,2019-10-30 10:30:05,1862
MB2,2018-05-22 16:18:39,29494
MB2,2018-10-07 14:53:10,4673
MB2,2019-10-14 23:48:21,12094
MB2,2019-07-27 22:10:43,19435
MB2,2018-08-12 07:00:04,24505
MB2,2019-05-27 09:03:06,1508
MB2,2018-07-19 07:48:11,22240
MB2,2018-10-07 13:49:59,30834
MB2,2019-12-10 14:00:20,14370
MB2,2019-07-16 00:13:59,597
MB2,2019-12-17 09:38:01,7356
MB2,2018-09-24 05:54:04,10447
MB2,2019-08-27 17:55:02,34095
MB2,2019-08-01 11:46:34,8826
MB2,2019-11-26 02:05:46,59
MB2,2018-04-18 19:05:30,1307
MB2,2018-08-06 02:31:52,16694
MB2,2019-09-29 11:13:38,4224
MB2,2019-04-03 11:34:04,3458
MB2,2018-07-16 08:50:09,18750
MB2,2019-07-17 02:56:11,43660
MB2,2018-04-18 19:10:37,30094
MB2,2018-08-17 12:53:25,30089
MB2,2019-05-22 19:10:10,1015
MB2,2019-09-09 23:42:45,37115
MB2,2019-02-23 14:11:53,11702
MB2,2019-02-02 17:30:11,29587
MB2,2018-08-29 01:36:51,37605
MB2,2018-10-09 14:39:07,17307
MB2,2018-03-14 19:56:06,3853
MB2,2019-04-27 18:57:59,38618
MB2,2019-10-18 09:02:13,37158
MB2,2018-09-15 23:37:04,38248
MB2,2019-02-08 16:05:34,24148
MB2,2018-10-27 03:20:21,14243
MB2,2018-11-09 03:23:05,12418
MB2,2019-09-27 09:01:45,17265
MB2,2018-10-27 03:22:56,46642
MB2,2019-10-14 14:50:04,6957
MB2,2018-06-21 03:19:48,647
MB2,2018-02-10 03:28:02,2230
MB2,2018-07-10 03:52:54,43192
MB2,2019-01-27 15:41:09,23450
MB2,2019-09-04 16:19:34,25799
MB2,2018-09-27 10:52:24,2920
MB2,2018-05-08 01:32:10,44951
MB2,2018-05-15 12:12:19,23515
MB2,2018-08-16 21:48:32,7093
MB2,2018-12-10 21:41:33,20323
MB2,2019-06-18 15:34:03,17510
MB2,2018-12-17 17:06:03,42802
MB2,2018-04-29 06:27:13,11885
MB2,2019-07-12 18:18:42,44706
MB2,2018-07-12 03:19:16,47659
MB2,2019-09-16 11:28:05,14380
MB2,2019-03-07 05:39:40,3639
MB2,2018-12-26 23:51:56,44786
MB2,2018-08-12 10:20:35,31886
MB2,2019-09-06 07:32:05,15395
MB2,2018-07-03 08:15:46,7653
MB2,2019-07-06 05:53:21,37153
MB2,2019-02-20 20:19:08,22128
MB2,2018-07-19 22:33:50,29081
MB2,2018-10-12 13:35:50,6488
MB2,2018-06-12 06:06:28,10118
MB2,2019-12-20 17:06:53,27628
MB2,2018-06-14 04:22:12,20930
MB2,2019-01-20 11:32:15,30880
MB2,2018-09-09 07:20:11,18948
MB2,2018-11-12 05:47:58,38673
MB2,2019-12-22 09:02:02,38685
MB2,2019-04-12 04:48:25,38850
MB2,2019-05-25 05:25:46,19874
MB2,2018-04-07 19:52:36,41837
MB2,2019-02-26 03:58:01,19862
MB2,2019-04-15 20:48:39,37305
MB2,2019-08-17 00:18:06,1435
MB2,2018-05-05 14:22:26,48764
MB2,2018-05-24 19:32:13,29498
MB2,2018-08-06 20:15:16,13677
MB2,2019-06-23 10:21:41,1487
MB2,2018-06-01 14:47:18,13091
MB2,2019-07-29 03:32:50,11774
MB2,2018-12-30 06:39:28,13927
MB2,2019-01-11 11:44:00,26764
MB2,2019-09-25 22:14:13,46711
MB2,2019-09-25 21:13:56,46710
MB2,2019-09-25 22:12:47,46706
MB2,2019-07-10 14:55:29,7939
MB2,2018-08-22 01:42:44,20526
MB2,2018-05-14 20:36:57,44201
MB2,2018-05-24 19:32:15,368
MB2,2019-09-09 08:42:55,5149
MB2,2019-03-20 04:40:30,40464
MB2,2019-06-19 21:59:32,23878
MB2,2018-05-24 21:10:50,17187
MB2,2019-05-11 14:01:31,47518
MB2,2018-09-11 10:12:15,40575
MB2,2019-07-28 20:49:23,34477
MB2,2019-09-21 09:23:52,110
MB2,2019-06-21 13:28:28,10337
MB2,2019-05-08 16:47:50,12496
MB2,2018-10-21 03:37:04,8745
MB2,2019-01-15 11:18:34,18891
MB2,2018-04-17 21:11:05,10601
MB2,2019-08-03 22:58:13,4806
MB2,2019-03-14 06:46:45,14870
MB2,2018-07-05 14:52:14,42329
MB2,2019-10-23 08:47:25,23235
MB2,2018-06-27 05:32:05,35934
MB2,2019-09-25 21:33:52,46701
MB2,2018-05-15 00:46:06,26330
MB2,2018-10-30 06:18:40,4101
MB2,2019-10-28 16:42:07,8744
MB2,2018-11-30 09:59:56,827
MB2,2018-12-05 17:35:44,43504
MB2,2019-04-22 11:55:33,42951
MB2,2019-06-08 22:32:50,25360
MB2,2018-01-12 13:34:06,9349
MB2,2019-08-11 08:08:19,35271
MB2,2018-09-19 02:51:58,8787
MB2,2018-03-08 04:43:00,48566
MB2,2019-12-23 08:36:04,7147
MB2,2019-01-21 11:19:22,33166
MB2,2019-01-15 11:02:25,28271
MB2,2018-07-15 11:17:35,3022
MB2,2018-08-28 19:54:55,1281
MB2,2019-05-12 12:10:59,13137
MB2,2018-07-29 06:06:17,20447
MB2,2018-04-29 20:32:41,14322
MB2,2019-04-04 20:42:17,17848
MB2,2019-07-02 11:32:13,30085
MB2,2019-09-02 07:46:04,48641
MB2,2018-11-26 16:23:03,37767
MB2,2019-07-11 17:13:17,32740
MB2,2018-05-24 19:32:20,45223
MB2,2018-09-17 16:52:14,26765
MB2,2019-09-21 23:04:06,32255
MB2,2018-05-24 19:32:22,28236
MB2,2019-10-06 12:27:50,4698
MB2,2019-09-21 15:44:58,35920
MB2,2018-05-24 19:32:25,35918
MB2,2019-11-21 18:26:59,28132
MB2,2019-06-20 06:48:00,39615
MB2,2019-08-25 22:01:12,2519
MB2,2019-02-28 13:53:13,14445
MB2,2019-02-28 13:53:13,14453
MB2,2018-11-12 06:51:58,14456
MB2,2018-07-19 01:26:08,48374
MB2,2019-04-22 19:02:24,35008
MB2,2019-04-22 17:51:59,4257
MB2,2019-04-18 11:07:13,44332
MB2,2019-09-27 13:26:04,4549
MB2,2018-04-19 04:40:36,32711
MB2,2018-05-13 03:15:25,708
MB2,2018-11-12 15:52:13,2451
MB2,2019-01-15 15:24:14,23158
MB2,2019-06-18 16:39:47,1385
MB2,2018-06-22 03:31:47,26567
MB2,2019-01-24 17:05:04,24640
MB2,2019-05-10 14:12:29,34419
MB2,2018-06-16 04:51:32,19434
MB2,2018-05-24 19:32:26,45399
MB2,2018-03-10 19:01:08,47342
MB2,2019-04-16 02:52:53,41992
MB2,2019-04-16 02:52:53,41986
MB2,2019-01-15 15:23:58,28039
MB2,2019-01-15 15:23:46,18715
MB2,2019-01-15 15:23:57,28031
MB2,2019-01-15 15:23:57,28040
MB2,2019-01-15 15:24:04,28036
MB2,2019-01-15 15:23:57,28030
MB2,2019-01-15 15:23:57,28034
MB2,2019-01-15 15:23:56,28037
MB2,2019-01-15 15:24:04,28035
MB2,2019-01-15 15:23:58,28038
MB2,2019-01-15 15:24:04,28032
MB2,2019-04-16 02:52:53,41989
MB2,2019-01-15 15:24:04,28033
MB2,2019-04-16 02:52:53,41995
MB2,2019-04-16 02:52:53,41994
MB2,2019-04-16 02:53:01,41990
MB2,2019-04-16 02:52:54,41993
MB2,2019-04-16 02:52:53,41987
MB2,2019-04-16 02:52:53,41984
MB2,2019-04-16 02:52:53,41985
MB2,2019-04-01 20:49:36,11095
MB2,2019-01-15 15:23:51,18709
MB2,2019-01-15 15:23:54,18717
MB2,2019-01-15 15:23:46,18714
MB2,2019-01-15 15:23:54,18716
MB2,2019-01-15 15:23:58,18712
MB2,2019-01-15 15:23:54,18710
MB2,2019-03-24 17:58:35,8869
MB2,2019-09-06 23:36:05,48043
MB2,2018-05-24 19:32:28,3113
MB2,2019-03-04 01:21:14,35022
MB2,2019-04-16 02:52:29,18718
MB2,2019-01-15 15:23:46,18713
MB2,2019-01-15 15:23:58,18708
MB2,2019-01-15 15:23:46,18707
MB2,2019-01-15 15:23:45,18711
MB2,2019-11-11 08:54:28,12887
MB2,2018-07-29 08:05:36,13065
MB2,2019-04-12 14:49:03,36402
MB2,2018-07-01 14:42:45,44443
MB2,2019-03-13 18:14:12,46738
MB2,2018-12-31 07:55:43,44763
MB2,2018-05-27 19:21:31,14810
MB2,2018-04-11 09:06:06,12732
MB2,2018-09-11 11:17:19,7233
MB2,2019-06-13 05:02:37,10699
MB2,2018-05-24 19:32:31,32505
MB2,2018-05-30 23:28:38,15017
MB2,2018-08-30 15:10:41,25958
MB2,2019-05-17 09:05:20,21194
MB2,2018-10-24 06:10:17,46077
MB2,2018-10-30 21:07:47,46075
MB2,2018-05-22 19:05:40,44094
MB2,2019-04-20 02:13:48,43824
MB2,2019-04-20 02:13:48,43830
MB2,2019-04-20 02:13:48,43825
MB2,2019-04-20 02:13:48,43826
MB2,2019-04-20 02:13:48,43831
MB2,2019-04-20 02:13:48,43821
MB2,2019-04-20 02:13:55,43823
MB2,2019-04-20 02:13:48,43829
MB2,2019-04-20 02:13:48,43828
MB2,2019-04-20 02:13:48,43820
MB2,2019-04-20 02:13:48,43827
MB2,2019-04-20 02:13:55,43822
MB2,2018-05-30 01:26:08,22975
MB2,2019-06-23 09:09:00,26428
MB2,2019-12-10 00:38:04,5857
MB2,2018-10-12 05:07:36,7801
MB2,2019-08-12 19:51:45,29534
MB2,2019-05-25 06:13:38,38498
MB2,2019-08-27 13:56:23,21473
MB2,2019-07-15 03:23:28,3824
MB2,2019-10-01 08:48:09,34290
MB2,2019-04-18 01:39:15,16037
MB2,2019-04-18 11:00:12,34262
MB2,2018-03-24 22:50:48,9321
MB2,2018-06-28 10:10:53,7552
MB2,2019-05-27 09:19:30,41176
MB2,2018-02-28 20:21:28,24745
MB2,2018-08-17 08:55:15,3462
MB2,2019-09-16 10:56:05,47748
MB2,2018-04-21 20:18:37,8045
MB2,2019-04-06 03:46:32,40228
MB2,2019-04-18 10:54:33,12279
MB2,2018-08-25 21:43:24,45699
MB2,2018-11-26 12:54:25,32897
MB2,2019-03-09 06:55:46,10351
MB2,2019-04-19 14:13:58,1501
MB2,2018-05-18 10:26:02,15281
MB2,2018-05-29 21:01:21,7400
MB2,2018-11-13 09:53:40,46333
MB2,2018-12-12 11:03:26,14501
MB2,2018-07-24 08:14:29,21526
MB2,2019-08-30 09:03:14,24556
MB2,2019-12-21 19:18:01,21500
MB2,2019-04-16 16:34:45,9543
MB2,2018-06-14 08:12:50,18860
MB2,2018-05-24 19:32:34,44639
MB2,2018-08-26 15:52:24,25096
MB2,2019-03-08 09:54:17,23190
MB2,2019-05-31 20:24:06,1421
MB2,2018-04-22 11:43:37,25802
MB2,2019-05-12 11:20:36,30336
MB2,2019-04-14 23:18:33,40866
MB2,2019-09-13 03:32:04,17745
MB2,2018-08-23 19:22:25,19121
MB2,2019-11-17 03:42:04,6484
MB2,2019-09-16 07:34:46,34416
MB2,2018-10-30 00:40:49,564
MB2,2018-03-14 12:12:32,43026
MB2,2018-02-23 09:11:03,10577
MB2,2018-03-22 02:22:41,18295
MB2,2019-02-19 10:00:51,9283
MB2,2018-05-18 13:56:28,47912
MB2,2019-12-29 05:38:19,24195
MB2,2018-07-02 03:36:19,24196
MB2,2018-05-21 00:01:52,11477
MB2,2019-11-07 13:30:45,33236
MB2,2019-02-18 20:30:20,40297
MB2,2019-07-20 13:34:05,45300
MB2,2018-09-19 06:28:49,45589
MB2,2019-07-25 17:17:50,16128
MB2,2019-11-20 21:19:43,40639
MB2,2018-09-28 12:09:08,3098
MB2,2019-02-05 09:09:11,11991
MB2,2019-06-14 01:35:54,46539
MB2,2018-09-06 06:17:16,28
MB2,2018-02-21 04:12:19,42035
MB2,2019-11-11 08:18:38,8836
MB2,2019-01-28 06:42:29,37021
MB2,2018-01-05 02:10:51,28353
MB2,2018-08-31 21:37:26,26285
MB2,2018-08-15 00:13:47,24541
MB2,2019-06-14 03:14:47,1245
MB2,2019-06-13 21:49:10,6952
MB2,2019-06-13 21:49:10,6945
MB2,2019-06-13 21:49:10,6944
MB2,2019-06-13 21:49:10,6943
MB2,2019-06-13 21:49:10,6948
MB2,2019-06-13 21:49:10,6950
MB2,2019-06-13 21:49:10,6946
MB2,2019-06-13 21:49:10,6954
MB2,2019-06-13 21:49:10,6949
MB2,2019-06-13 21:49:10,6953
MB2,2019-06-30 13:09:45,43672
MB2,2018-05-24 19:32:36,36507
MB2,2018-12-25 18:14:26,24314
MB2,2019-07-08 15:35:03,13904
MB2,2018-07-14 01:01:43,45894
MB2,2019-01-03 21:22:43,16738
MB2,2018-12-27 02:10:20,21087
MB2,2019-11-03 04:05:19,32655
MB2,2018-09-12 21:06:18,43193
MB2,2018-05-16 00:41:59,39065
MB2,2019-10-18 03:17:53,35819
MB2,2019-01-01 23:37:51,28967
MB2,2018-12-30 21:25:25,22883
MB2,2019-12-27 12:30:05,22666
MB2,2018-05-24 19:32:38,6806
MB2,2018-07-26 04:54:33,21899
MB2,2019-03-22 15:02:25,34270
MB2,2019-04-09 02:57:19,29516
MB2,2018-06-03 04:07:59,24117
MB2,2018-05-24 19:32:39,2539
MB2,2019-11-25 07:27:35,3315
MB2,2018-05-24 19:32:41,12514
MB2,2019-05-13 06:04:59,18640
MB2,2018-06-29 08:20:01,23620
MB2,2018-05-07 09:10:31,8552
MB2,2019-08-20 22:43:46,224
MB2,2018-10-07 16:06:45,35881
MB2,2018-11-18 09:13:13,18503
MB2,2018-08-09 06:15:25,44155
MB2,2019-09-01 21:13:49,5112
MB2,2018-10-04 04:51:24,40171
MB2,2019-08-22 10:00:27,3943
MB2,2019-01-23 02:05:30,8003
MB2,2019-10-09 03:44:05,30259
MB2,2018-05-31 04:06:14,36776
MB2,2019-03-19 18:20:28,31619
MB2,2018-03-08 13:51:02,14215
MB2,2019-05-29 07:55:59,27327
MB2,2018-08-18 18:08:17,22642
MB2,2018-08-17 15:21:05,35757
MB2,2018-05-15 16:11:24,28354
MB2,2018-07-26 08:27:27,40245
MB2,2018-07-13 10:51:49,4842
MB2,2019-01-22 00:00:17,33132
MB2,2019-01-02 17:30:13,28389
MB2,2018-12-12 19:59:16,46030
MB2,2019-04-29 06:11:03,40191
MB2,2018-04-13 03:22:07,34165
MB2,2019-11-19 21:11:46,20377
MB2,2019-02-05 06:01:33,42341
MB2,2018-08-13 12:31:50,48663
MB2,2019-11-30 03:42:04,18317
MB2,2019-04-18 05:19:18,30227
MB2,2019-02-26 18:34:41,43047
MB2,2018-06-09 03:22:54,2318
MB2,2018-12-09 18:51:03,45192
MB2,2018-11-17 00:59:32,39896
MB2,2018-07-09 17:39:26,11097
MB2,2019-09-09 15:49:04,22302
MB2,2019-08-05 19:34:27,43156
MB2,2018-12-03 00:49:44,25414
MB2,2018-06-17 01:21:26,22303
MB2,2018-12-27 03:47:16,29808
MB2,2019-05-14 14:32:34,5426
MB2,2019-12-01 11:36:04,34276
MB2,2018-03-12 23:50:38,43344
MB2,2019-06-11 00:43:20,45118
MB2,2019-02-19 05:13:16,20793
MB2,2019-05-03 01:50:20,25454
MB2,2019-08-07 23:18:04,11365
MB2,2018-04-18 18:26:16,8108
MB2,2018-12-05 16:34:56,30952
MB2,2018-09-20 19:21:50,48437
MB2,2019-07-19 09:07:25,29136
MB2,2019-02-07 16:36:59,43173
MB2,2018-12-26 13:44:08,42675
MB2,2019-08-15 15:24:06,5361
MB2,2019-09-01 20:24:05,35225
MB2,2019-11-05 11:26:04,32618
MB2,2018-08-02 08:36:20,7454
MB2,2019-08-23 05:56:06,28717
MB2,2019-08-23 05:56:05,33642
MB2,2019-09-06 03:39:55,5280
MB2,2018-10-15 09:26:56,2264
MB2,2019-01-15 09:05:43,8496
MB2,2019-01-17 08:12:16,13771
MB2,2018-12-15 09:15:52,20833
MB2,2019-09-12 05:46:32,32492
MB2,2018-05-16 09:00:46,41469
MB2,2018-10-08 18:17:17,43786
MB2,2018-07-24 03:40:52,393
MB2,2018-10-22 10:24:01,15671
MB2,2019-07-23 10:45:09,39298
MB2,2019-11-30 11:31:39,9980
MB2,2019-01-23 14:15:40,7705
MB2,2018-11-22 17:00:29,33200
MB2,2019-04-04 19:34:47,3803
MB2,2019-04-04 21:23:28,40686
MB2,2018-07-01 19:41:50,18537
MB2,2019-04-04 17:34:22,12078
MB2,2018-11-21 16:19:05,22798
MB2,2018-12-29 16:57:57,7450
MB2,2018-04-10 05:21:20,26161
MB2,2018-10-15 16:01:28,1473
MB2,2018-09-04 13:11:29,9480
MB2,2019-01-20 07:39:41,12033
MB2,2019-04-10 14:18:16,23979
MB2,2019-12-23 13:36:37,29795
MB2,2018-11-22 11:57:32,27788
MB2,2019-11-26 04:18:05,19417
MB2,2019-02-15 21:53:11,29931
MB2,2018-10-01 14:41:34,27219
MB2,2018-04-18 18:32:09,29082
MB2,2018-08-06 11:12:18,21482
MB2,2018-10-01 19:40:31,1498
MB2,2018-08-10 21:48:37,43874
MB2,2018-09-04 12:37:21,26287
MB2,2019-08-06 02:34:06,32595
MB2,2019-03-01 18:37:37,33133
MB2,2019-11-03 02:12:28,44676
MB2,2018-04-06 22:22:12,34906
MB2,2018-12-22 15:19:19,35843
MB2,2018-08-05 07:25:27,18816
MB2,2018-12-19 20:55:41,9664
MB2,2018-05-23 00:38:13,43364
MB2,2019-03-08 11:03:57,18527
MB2,2019-08-12 13:20:49,14033
MB2,2018-05-24 19:32:47,33153
MB2,2019-09-03 15:48:06,3307
MB2,2019-03-28 16:32:57,32909
MB2,2018-06-26 16:58:23,38161
MB2,2018-08-05 10:58:25,30441
MB2,2018-05-11 03:05:42,42731
MB2,2019-08-12 11:46:04,10026
MB2,2019-03-20 11:47:32,21124
MB2,2019-08-09 11:12:11,19592
MB2,2018-03-25 17:46:58,44475
MB2,2019-01-21 15:16:35,9537
MB2,2019-12-06 09:01:37,39426
MB2,2018-11-29 03:53:06,31124
MB2,2019-12-02 03:01:36,9529
MB2,2019-02-21 00:52:06,1042
MB2,2018-06-07 03:22:13,36797
MB2,2019-04-16 02:52:53,41988
MB2,2019-01-11 20:40:38,40211
MB2,2018-05-24 19:32:49,2855
MB2,2019-05-14 13:41:46,23806
MB2,2019-05-14 13:41:46,23801
MB2,2019-12-12 14:24:05,6959
MB2,2019-05-09 22:14:49,9063
MB2,2019-09-22 06:15:37,9065
MB2,2018-07-20 20:17:14,8721
MB2,2019-08-21 04:32:38,16861
MB2,2018-09-29 18:20:10,46820
MB2,2019-08-27 09:16:04,16268
MB2,2019-01-29 14:44:24,11241
MB2,2019-05-20 06:12:50,40996
MB2,2019-01-25 21:04:47,38595
MB2,2018-07-31 20:22:25,28788
MB2,2019-09-08 15:25:36,25800
MB2,2018-06-02 17:07:40,28796
MB2,2019-08-13 20:36:04,12372
MB2,2019-01-12 11:35:44,42383
MB2,2018-09-20 15:21:40,164
MB2,2019-11-02 13:51:01,40848
MB2,2018-03-09 03:10:26,44400
MB2,2019-11-27 21:56:04,30063
MB2,2019-04-23 08:03:09,39158
MB2,2019-04-05 09:13:48,33839
MB2,2018-05-05 03:18:56,11442
MB2,2019-12-17 13:54:50,40019
MB2,2018-11-04 20:10:36,15670
MB2,2019-02-26 03:44:55,40420
MB2,2018-05-24 19:32:59,24515
MB2,2018-09-25 03:28:35,6442
MB2,2018-07-19 19:11:32,40112
MB2,2019-03-24 13:16:49,34791
MB2,2019-12-08 18:06:21,16895
MB2,2019-10-01 10:32:29,28784
MB2,2018-07-01 08:07:50,4499
MB2,2019-05-21 15:10:52,48237
MB2,2018-11-02 19:02:13,4203
MB2,2019-10-25 13:23:03,45137
MB2,2019-05-23 21:52:48,44805
MB2,2018-12-20 19:05:09,7765
MB2,2019-11-08 01:30:00,48404
MB2,2018-08-04 08:16:21,40806
MB2,2018-11-20 11:00:40,217
MB2,2019-08-16 20:10:04,12192
MB2,2019-04-11 17:11:01,18217
MB2,2018-08-27 18:16:35,22239
MB2,2019-02-08 23:06:33,21146
MB2,2018-11-19 22:54:44,30879
MB2,2019-06-20 04:26:44,44686
MB2,2019-08-02 11:08:05,27814
MB2,2018-04-23 13:55:40,42023
MB2,2019-01-01 05:05:50,19128
MB2,2018-08-13 17:03:24,20783
MB2,2018-07-10 08:26:40,6285
MB2,2018-07-28 13:03:41,49039
MB2,2018-11-18 16:49:43,45159
MB2,2019-05-26 01:28:26,1614
MB2,2019-12-18 09:01:41,6960
MB2,2019-08-16 09:05:50,35409
MB2,2018-10-31 08:35:25,11838
MB2,2019-08-23 11:56:04,33335
MB2,2019-06-13 10:12:31,36097
MB2,2019-01-15 02:24:10,22793
MB2,2019-03-31 19:42:36,35561
MB2,2019-05-19 05:35:18,7785
MB2,2018-12-21 15:38:03,37921
MB2,2019-03-31 16:32:21,3489
MB2,2018-12-22 22:31:45,29899
MB2,2018-05-10 09:32:34,18042
MB2,2019-11-29 01:27:17,38847
MB2,2019-01-30 16:33:54,19659
MB2,2019-05-16 11:29:12,6174
MB2,2019-04-10 16:36:36,6524
MB2,2018-05-08 21:20:20,19146
MB2,2018-08-01 20:47:18,37821
MB2,2018-05-03 16:50:26,14623
MB2,2019-02-05 02:42:44,7283
MB2,2019-08-13 07:48:06,35408
MB2,2018-05-09 18:10:26,17844
MB2,2018-12-22 00:35:25,24587
MB2,2019-04-13 10:01:12,14366
MB1,2019-05-07 09:06:11,22842
MB1,2019-02-16 04:00:35,28943
MB1,2018-09-19 22:06:20,8353
MB1,2019-09-05 09:05:08,3773
MB1,2019-05-23 09:06:26,13564
MB1,2019-09-07 09:03:34,26493
MB1,2019-09-15 09:04:02,26494
MB1,2019-07-14 09:03:49,26496
MB1,2018-07-28 03:18:56,26497
MB1,2019-07-21 09:04:01,26482
MB1,2019-12-01 10:16:35,26487
MB1,2019-10-20 09:01:45,26489
MB1,2018-11-24 09:03:23,30643
MB1,2018-11-18 09:14:59,31299
MB1,2019-10-26 09:01:23,31301
MB1,2018-08-05 08:22:52,31308
MB1,2019-03-23 09:03:48,31295
MB1,2018-12-03 09:04:48,5680
MB1,2018-11-14 09:25:10,5698
MB1,2019-02-17 09:04:37,30646
MB1,2019-07-04 09:04:06,5684
MB1,2019-07-27 09:04:36,5681
MB1,2019-07-04 09:04:33,5695
MB1,2019-12-04 10:16:32,4383
MB1,2018-06-21 08:09:36,8564
MB1,2018-05-24 21:18:28,11097
MB1,2019-07-04 09:03:55,5692
MB1,2018-12-23 03:24:24,30638
MB1,2019-07-14 09:03:45,5686
MB1,2019-02-10 09:04:36,30644
MB1,2019-01-27 03:13:59,30640
MB1,2019-05-21 22:11:16,36796
MB1,2018-08-06 08:20:43,30632
MB1,2019-07-04 09:03:36,28585
MB1,2018-05-24 21:18:38,21646
MB1,2018-12-22 09:10:33,28583
MB1,2019-01-12 09:03:19,28588
MB1,2019-03-16 13:38:22,25624
MB1,2018-12-08 09:06:38,28575
MB1,2018-10-28 09:22:23,31309
MB1,2019-02-10 09:03:01,31304
MB1,2018-11-04 09:08:43,28586
MB1,2019-02-25 15:05:28,896
MB1,2018-08-17 08:42:52,26955
MB1,2019-10-21 09:01:34,22409
MB1,2019-12-10 09:01:30,31923
MB1,2018-05-24 21:18:48,13295
MB1,2019-12-17 09:01:42,4386
MB1,2019-07-21 01:28:28,41077
MB1,2018-08-10 01:13:16,41080
MB1,2018-09-11 00:46:22,21070
MB1,2019-06-29 21:15:58,21058
MB1,2019-07-01 22:06:33,27867
MB1,2018-04-10 07:50:28,38307
MB1,2018-07-01 10:00:32,37842
MB1,2019-06-28 15:11:17,6314
MB1,2018-09-28 01:21:19,44258
MB1,2018-11-14 09:16:12,5932
MB1,2018-04-04 19:35:30,21065
MB1,2018-04-04 19:30:24,21057
MB1,2019-05-06 10:54:03,37353
MB1,2019-01-26 09:04:03,2942
MB1,2018-08-10 02:17:02,29980
MB1,2019-05-17 09:05:02,10746
MB1,2019-02-19 20:33:37,34428
MB1,2019-02-26 07:02:35,16048
MB1,2019-05-31 17:57:47,473
MB1,2019-01-26 22:59:38,20085
MB1,2019-10-07 02:52:23,38088
MB1,2019-07-08 09:03:57,28112
MB1,2018-12-15 23:21:06,2238
MB1,2019-06-20 09:03:51,4885
MB1,2019-06-19 06:17:25,35076
MB1,2018-09-10 17:46:45,21075
MB1,2018-06-28 11:48:40,21066
MB1,2018-09-10 17:40:33,21062
MB1,2018-09-11 00:46:31,21069
MB1,2018-06-27 02:05:44,8896
MB1,2019-07-29 02:45:17,41017
MB1,2019-05-09 09:04:10,24027
MB1,2019-06-24 09:47:23,29078
MB1,2019-05-07 09:06:19,5753
MB1,2019-10-27 09:03:02,35251
MB1,2018-03-23 22:25:30,389
MB1,2019-08-12 09:04:57,4629
